GRDC;GSIM;Error_m3/s;NRMSE;KGE;T-test;F-test;Distance_m;Months;Station_grdc;Station_gsim;River_grdc;River_gsim;Agree
5101430;AU_0000302;2.856;0.081427171;0.9885;0.267729379;0.000121837;490;267;WALLOON;AT WALLOON;BREMER RIVER;BREMER RIVER;1
5101440;AU_0000339;25.087;0.067549219;0.9256;0.064521575;1.11E-16;159;356;HRS MAIN ROAD BRIDGE;AT MAIN ROAD BRIDGE;CANUNGRA RIVER;CANUNGRA CREEK;1
5101450;AU_0000326;21.247;0.035272217;0.9933;0.576930539;0.074881233;37;314;ROUND MOUNTAIN;AT ROUND MTN;LOGAN RIVER;LOGAN RIVER;1
5101451;AU_0000335;11.615;0.023940754;0.9876;0.509829676;0.108708233;169;394;HRS LUMEAH NUMBER 2;AT LUMEAH NUMBER 2;ALBERT RIVER;ALBERT RIVER;1
5101452;AU_0000336;21.359;0.043607957;0.9952;0.43555803;0.000301427;401;397;HRS BROMFLEET;AT BROMFLEET;ALBERT RIVER;ALBERT RIVER;1
5101453;AU_0000341;5.216;0.025151212;0.9935;0.643632566;0.064038479;44;401;HRS ARMY CAMP;AT ARMY CAMP;COOMERA RIVER;COOMERA RIVER;1
5101455;AU_0000327;5.015;0.049117101;0.9921;0.527194021;0.001218672;122;343;HRS DIECKMANS BRIDGE;AT DIECKMANS BRIDGE;RUNNING CREEK;RUNNING CREEK;1
5101456;AU_0000328;4.92;0.074390058;0.964;0.045666454;1.11E-16;134;399;HRS CROFTBY;AT CROFTBY;TEVIOT BROOK;TEVIOT BROOK;1
5101457;AU_0000330;2.639;0.055881313;0.9775;0.380152807;0.001070508;60;314;HRS U/S MAROON DAM;AT UPSTREAM MAROON DAM;BURNETT CREEK;BURNETT CREEK;1
5101460;AU_0000346;17.754;0.048796294;0.9278;0.322979792;0.024032221;149;296;TALLEBUDGERA CREEK ROAD;AT TALLEBUDGERA CREEK ROAD;TALLEBUDGERA CREEK;TALLEBUDGERA CREEK;1
5101465;AU_0000342;15.233;0.109859017;0.9648;0.5322669;1.13E-08;77;398;HRS NICOLLS BRIDGE;AT NICOLLS BRIDGE;CURRUMBIN CREEK;CURRUMBIN CREEK;1
5101470;AU_0000205;27.913;0.017145052;0.9891;0.958681003;0.331992241;26;192;WALLA;AT WALLA;BURNETT RIVER;BURNETT RIVER;1
5101471;AU_0000236;5.52;0.045352698;0.9962;0.632784081;0.00043766;63;386;HRS BURRUM HIGHWAY;AT ISIS HIGHWAY;GREGORY RIVER;GREGORY RIVER;1
5101472;AU_0000238;7.679;0.030701715;0.9943;0.900384906;0.457602976;48;400;HRS BRUCE HIGHWAY;AT BRUCE HIGHWAY;ISIS RIVER;ISIS RIVER;1
5101480;AU_0000343;0.839;0.020614529;0.9791;0.617992105;0.257676916;28;330;BEECHMONT;AT BEECHMONT;BACK CREEK;BACK CREEK;1
5101486;AU_0000250;36.58;0.045987732;0.989;0.156316669;1.11E-16;591;406;HRS BELLBIRD CK;AT BELLBIRD CREEK;MARY RIVER;MARY RIVER;1
5101487;AU_0000254;29.969;0.078714641;0.9995;0.097223007;1.11E-16;244;388;HRS BAUPLE EAST;AT BAUPLE EAST;TINANA CREEK;TINANA CREEK;1
5101500;AU_0000292;89.225;0.023500495;0.9878;0.736698754;0.010224431;7;334;SAVAGES CROSSING;AT SAVAGES CROSSING;BRISBANE RIVER;BRISBANE RIVER;1
5101505;AU_0000304;1.518;0.097082675;0.9985;0.448432855;1.12E-10;45;403;HRS ADAMS BRIDGE;AT ADAMS BRIDGE;BREMER RIVER;BREMER RIVER;1
5101506;AU_0000310;20.601;0.062898041;0.9289;0.212634594;1.46E-09;190;327;HRS MULGOWIE2;AT MULGOWIE;LAIDLEY CREEK;LAIDLEY CREEK;1
5104220;AU_0001877;40.498;0.018884707;0.8354;0.656119433;0.022497373;25;140;GILWEIR;AT GILWEIR;DOGWOOD CREEK;DOGWOOD CREEK;1
5104223;AU_0001886;0.942;0.041505664;0.9992;0.615331826;0.001649193;46;284;FORESTRY STATION;AT FORESTRY STATION;YULEBA  CREEK;YULEBA CREEK;1
5104228;AU_0001903;0.285;0.020047152;0.9969;0.875523604;0.449125016;6;280;LEYBURN;AT LEYBURN;CANAL CREEK;CANAL CREEK;1
5104230;AU_0001928;0.098;0.003090344;0.9999;0.951259284;0.476393876;38;250;AUGATHELLA;AT AUGATHELLA;WARREGO RIVER;WARREGO RIVER;1
5104245;AU_0001932;0.686;0.003151249;1;0.9814039;0.476978063;63;305;CAIWARRO;AT CAIWARRO;PAROO RIVER;PAROO RIVER;1
5104300;AU_0001888;1.659;0.05587171;0.9863;0.40912516;4.78E-10;56;321;SWANFELS;AT SWANFELS;SWAN CREEK;SWAN CREEK;1
5104310;AU_0001891;0.86;0.045435314;0.9996;0.567556759;1.40E-06;25;358;EMU VALE;AT EMU VALE;EMU CREEK;EMU CREEK;1
5104320;AU_0001895;1.914;0.049001674;0.9817;0.242383524;2.05E-08;144;388;HRS KILLARNEY;AT KILLARNEY;SPRING CREEK;SPRING CREEK;1
5104330;AU_0001915;3.181;0.014779137;0.9982;0.844969342;0.060037008;20;313;HRS ELBOW VALLEY;AT ELBOW VALLEY;CONDAMINE RIVER NORTH BRANCH;CONDAMINE RIVER;1
5104340;AU_0001894;33.323;0.075254406;0.5514;0.000599611;1.11E-16;111;400;HRS ALLORA;AT ALLORA;DALRYMPLE CREEK;DALRYMPLE CREEK;1
5104350;AU_0001901;2.07;0.022962163;0.9986;0.692128679;8.30E-07;230;350;HRS AIDES BRIDGE;AT AIDES BRIDGE;KINGS CREEK;KINGS CREEK;1
5109110;AU_0002653;9.828;0.037188724;0.9989;0.634560615;0.060397651;41;308;GREGORY DOWNS;AT GREGORY DOWNS;GREGORY RIVER;GREGORY RIVER;1
5109150;AU_0002664;6.973;0.025965315;0.9966;0.946954702;0.095402461;25;269;GLENDOWER;AT GLENDOWER;FLINDERS RIVER;FLINDERS RIVER;1
5109151;AU_0002660;753.8;0.058102883;0.9844;0.071124684;1.11E-13;22;324;WALKERS BEND;AT WALKERS BEND;FLINDERS RIVER;FLINDERS RIVER;1
5109152;AU_0002670;22.864;0.024218442;0.9798;0.336151522;0.035036758;170;343;HRS RAILWAY CROSSING;AT RAILWAY CROSSING;DUGALD RIVER;DUGALD RIVER;1
5109161;AU_0002675;1739.799;0.071088117;0.6254;0.000387608;1.11E-16;60;283;GLENORE WEIR;AT GLENORE WEIR;NORMAN RIVER;NORMAN RIVER;1
5109170;AU_0002676;2582.293;0.060865024;0.2065;0.001944896;1.11E-16;2;262;ROCKFIELDS;AT ROCKFIELDS;GILBERT RIVER;GILBERT RIVER;1
5109175;AU_0002680;7.584;0.021379484;0.9955;0.632410051;0.020435512;22;374;HRS MOUNT SURPRISE;AT MOUNT SURPRISE;ELIZABETH CREEK;ELIZABETH CREEK;1
5109203;AU_0002687;1327.833;0.099949696;0.9204;0.21616827;0.365415396;178;370;HRS O.K. BRIDGE;AT O.K. BRIDGE;MITCHELL RIVER;MITCHELL RIVER;1
5109204;AU_0002695;978.564;0.071098076;0.9449;0.124716671;5.65E-14;369;368;HRS TRIMBLES CROSSING;AT TRIMBLES CROSSING;WALSH RIVER;WALSH RIVER;1
5109205;AU_0002692;49.038;0.054289521;0.9969;0.367176028;0.000558405;43;376;HRS GOLDFIELDS;AT GOLDFIELDS;PALMER RIVER;PALMER RIVER;1
5109206;AU_0002688;51.65;0.049125548;0.9961;0.364065732;0.000119485;216;388;HRS FONTHILL;AT FONT HILL;RIFLE CREEK;RIFLE CREEK;1
5109210;AU_0002657;233.321;0.066586925;0.9962;0.234086937;4.35E-10;71;248;FLORAVILLE HOMESTEAD;AT FLORAVILLE HOMESTEAD;LEICHHARDT RIVER;LEICHHARDT RIVER;1
5109220;AU_0002686;862.39;0.071391517;-0.0675;0.000101275;1.11E-16;150;199;DORUNDA;AT DORUNDA;STAATEN RIVER;STAATEN RIVER;1
5109230;AU_0002703;1975.867;0.065913615;0.7426;0.000281928;1.11E-16;42;315;MONUMENT;AT MONUMENT;JARDINE RIVER;JARDINE RIVER;1
5109240;AU_0002698;485.464;0.062043229;0.974;0.271318351;0.000212823;29;352;TELEGRAPH CROSSING;AT TELEGRAPH CROSSING;ARCHER RIVER;ARCHER RIVER;1
5109251;AU_0002701;5.625;0.021464879;0.9998;0.903065665;0.313568956;169;321;HRS MORETON;AT MORETON;WENLOCK RIVER;WENLOCK RIVER;1
5109260;AU_0002702;33.661;0.030716557;0.994;0.804271869;0.085106044;272;317;HRS DOUGS PAD;AT DOUGS PAD;DULHUNTY RIVER;DULHUNTY RIVER;1
5109270;AU_0002699;61.106;0.08020095;0.9343;0.149056219;0.004196317;35;311;RACECOURSE;AT RACECOURSE;COEN RIVER;COEN RIVER;1
5110020;AU_0000012;48.313;0.112870953;0.9728;0.131628576;1.11E-16;406;364;HRS BLACKALL;AT BLACKALL;BARCOO RIVER;BARCOO RIVER;1
5110030;AU_0000009;52.703;0.457731157;0.2939;0.007482554;1.11E-16;54;286;DARR;AT DARR;DARR RIVER;DARR RIVER;1
5110400;AU_0002704;440.12;0.017073912;0.9852;0.975385269;0.443062399;47;357;BIRDSVILLE;AT BIRDSVILLE;DIAMANTINA RIVER;DIAMANTINA RIVER;1
5171100;US_0009245;0.254;0.001768645;1;0.99217055;0.499570161;22;420;NEAR HANALEI, KAUAI, HI;NEAR HANALEI, KAUAI, HI;WAINIHA RIVER;WAINIHA RIVER;1
5171200;US_0009238;0.267;0.000139055;0.9997;0.997583933;0.499429186;15;413;NEAR LIHUE, KAUAI, HI;NEAR LIHUE, KAUAI, HI;NORTH FORK WAILUA RIVER;EB OF NF WAILUA RIVER;1
5171300;US_0009281;0.256;0.000160124;0.9998;0.998473963;0.499312871;35;428;MAUNAWAI, OAHU, HI;AT MAUNAWAI, OAHU, HI;KAMANANUI STREAM;KAMANANUI STREEM;1
5171400;US_0009260;0.138;0.000415153;0.9999;0.999532701;0.498856935;4;291;KALIHI, OAHU, HI;AT KALIHI, OAHU, HI;KALIHI STREAM;KALIHI STREEM;1
5171500;US_0009283;0.263;0.000198428;0.9997;0.996541256;0.499686512;14;427;NEAR HALAWA, MOLOKAI, HI;NEAR HALAWA, MOLOKAI, HI;HALAWA STREAM;HALAWA STREAM;1
5171600;US_0009309;0.012;3.72E-05;0.9998;1.00E+00;5.00E-01;497;31;NEAR KAUMANA, HI;NEAR KAUMANA, HI;WAILUKU RIVER;WAILUKU RIVER;1
5201010;AU_0000396;0.042;0.007836521;0.9999;0.932948992;0.456668065;216;88;EUNGELLA;AT EUNGELLA;OXLEY RIVER;OXLEY RIVER;1
5201020;AU_0000396;14.401;0.050258994;0.6842;0.905146074;0.032388774;8128;31;UKI;AT EUNGELLA;TWEED RIVER;OXLEY RIVER;0
5202012;AU_0000437;3.032;0.009556355;0.9947;0.881235185;0.437868972;207;159;HRS D/S WYLIE CK;DOWNSTREAM WYLIE CREEK;MARYLAND RIVER;MARYLAND RIVER;1
5202030;AU_0000413;19.98;0.014969246;-0.7282;0.002319704;1.04E-11;8869;8;CASINO;AT YORKLEA;RICHMOND RIVER;SHANNON BROOK;0
5202037;AU_0000441;6.757;0.120702847;0.9983;0.796893606;0.055114082;216;25;HRS PADDYS FLAT;AT PADDYS FLAT;CLARENCE RIVER;CLARENCE RIVER;1
5202038;AU_0000440;3.141;0.032882863;0.9963;0.705432274;0.000223711;216;61;HRS DRAKE;AT DRAKE;TIMBARRA RIVER;TIMBARRA RIVER;1
5202039;AU_0000411;1.539;0.011138712;0.7164;0.384853678;0.01150229;210;16;HRS RAPPVILLE;AT RAPPVILLE;MYRTLE CREEK;MYRTLE CREEK;1
5202044;AU_0000425;0.007;0.092377062;0.9999;0.781200989;0.294985713;409;2;LILYDALE (NEWBOLD CROSSING);AT LILYDALE (NEWBOLD CROSSING);CLARENCE RIVER;CLARENCE RIVER;1
5202046;AU_0000435;16.883;0.031465559;0.6661;0.00563019;1.11E-16;216;104;HRS SANDY HILL BELOW SNAKE CREEK;AT SANDY HILL(BELOW SNAKE CREEK);CATARACT CREEK;CATARACT CREEK;1
5202051;AU_0000443;40.62;0.149610739;0.3532;0.010862188;1.11E-16;210;74;HRS GIBRALTAR RANGE;AT GIBRALTAR RANGE;DANDAHRA CREEK;DANDAHRA CREEK;1
5202055;AU_0000453;5.853;0.029040781;0.8438;0.923955855;0.443544525;0;10;BOWRAVILLE;AT BOWRAVILLE;NAMBUCCA RIVER;NAMBUCCA RIVER;1
5202056;AU_0000427;87.122;0.075778088;0.7511;0.002708437;1.11E-16;216;284;HRS MITCHELL;AT MITCHELL;MITCHELL RIVER;MANN RIVER;0
5202057;AU_0000434;9.152;0.154938122;0.6059;0.099988814;1.11E-16;173;46;NEWTON BOYD;AT NEWTON BOYD;HENRY RIVER;HENRY RIVER;1
5202060;AU_0000461;0.788;0.028744358;0.9052;0.966536114;0.377660473;216;7;TIA;AT TIA;TIA RIVER;TIA RIVER;1
5202061;AU_0000431;21.364;0.095630237;0.6953;0.000522427;1.11E-16;216;229;HRS ABERFOYLE;AT ABERFOYLE;ABERFOYLE RIVER;ABERFOYLE RIVER;1
5202062;AU_0000463;1.08;0.040609556;0.9664;0.730185048;0.463075059;178;20;HRS CONINSIDE;AT CONINSIDE;WOLLOMOMBI RIVER;WOLLOMOMBI RIVER;1
5202063;AU_0000464;3.414;0.029522486;0.981;0.987164034;0.457688652;331;31;HRS APSLEY FALLS;AT APSLEY FALLS;APSLEY RIVER;APSLEY RIVER;1
5202064;AU_0000466;5.231;0.083429701;0.7545;0.700955244;0.36791753;207;11;HRS NEAR DANGAR FALLS;NEAR DANGAR FALLS;SALISBURY WATERS;SALISBURY WATERS;1
5202065;AU_0000459;3.184;0.052430207;0.9108;0.656223822;0.293205296;45;17;JEOGLA;AT JEOGLA;STYX RIVER;STYX RIVER;1
5202067;AU_0000452;0.189;0.000469913;0.998;0.995090735;0.497421864;142;14;THORA;AT THORA;BELLINGEN RIVER;BELLINGER RIVER;1
5202070;AU_0000462;455.11;0.121362634;0.3782;0.751787543;0.377625271;111388;17;TURNERS FLAT;AT TURNERS FLAT;MACLEAY RIVER;MACLEAY RIVER;1
5202072;AU_0000483;24.264;0.079087582;0.9305;0.217842737;1.11E-15;216;153;HRS MOUNT SEAVIEW;AT MOUNT SEAVIEW;HASTINGS RIVER;HASTINGS RIVER;1
5202073;AU_0000482;0.423;0.049466225;0.794;0.368620526;1.67E-06;216;6;HRS AVENEL;AT AVENEL;WILSON RIVER;WILSON RIVER;1
5202074;AU_0000481;36.46;0.250806526;0.6452;0.296872745;0.063656986;216;7;HRS D/S BUNNOO R JUNCTION;AT DOWNSTREAM BUNNOO RIVER JUNCTION;ELLENBOROUGH RIVER;ELLENBOROUGH RIVER;1
5202075;AU_0000476;148.155;0.133707075;0.2377;0.987140072;0.021165262;216;16;ELLENBOROUGH (KINDEE BRIDGE);AT ELLENBOROUGH (KINDEE BRIDGE);HASTINGS RIVER;HASTINGS RIVER;1
5202080;AU_0000488;0.611;0.069219956;0.9997;0.540121087;2.10E-13;337;81;KILLAWARRA;AT KILLAWARRA;MANNING RIVER;MANNING RIVER;1
5202081;AU_0000487;17.141;0.31556015;0.7492;0.393507092;0.001540847;216;8;HRS DOON AYRE;AT DOON AYRE;GLOUCESTER RIVER;GLOUCESTER RIVER;1
5202083;AU_0000492;367.116;0.125675577;0.745;0.062965409;0.011398576;190;212;HRS MACKAY;AT MACKAY;BARNARD RIVER;BARNARD RIVER;1
5202084;AU_0000493;3.481;0.094568608;0.9842;0.305473621;5.03E-06;216;72;HRS LANDSDOWNE;AT LANSDOWNE;LANDSDOWNE RIVER;LANSDOWNE RIVER;1
5202085;AU_0000491;14.277;0.102878947;0.8026;0.311911193;0.038824738;71;59;BARRY;AT BARRY;BARNARD RIVER;BARNARD RIVER;1
5202086;AU_0000489;8.351;0.027162137;0.9979;0.909097829;0.079525048;42111;267;HRS NOWENDOC;AT NOWENDOC;NOWENDOC RIVER;NOWENDOC RIVER;1
5202087;AU_0000497;89.827;0.08167391;0.8433;0.021217992;1.11E-16;216;206;HRS JACKY BARKERS;AT JACKY BARKERS;MYALL CREEK;MYALL RIVER;1
5202088;AU_0000496;7.286;0.22256357;0.9411;0.423956891;0.000138983;41633;38;HRS D/S BACK R JCTN;AT DOWNSTREAM BACK RIVER JUNCTION;BARNARD RIVER;BARNARD RIVER;1
5202090;AU_0000504;0.096;0.001907772;NaN;0.149772155;0;216;7;HRS PIKES CROSSING;AT PIKES CROSSING;MAMMY JOHNSONS RIVER;MAMMY JOHNSONS RIVER;1
5202095;AU_0000505;177.013;0.105939206;0.8236;0.125097978;0.025006448;386;176;HRS BOORAL;AT BOORAL;KARUAH RIVER;KARUAH RIVER;1
5202100;AU_0000519;95.08;0.128762718;0.631;0.007416825;3.89E-15;33;123;MOONAM DAM SITE;AT MOONAM DAM SITE;HUNTER RIVER;HUNTER RIVER;1
5202102;AU_0000531;12.784;0.043626076;0.9923;0.805050049;0.407285337;332;61;GRETA;AT GRETA;HUNTER RIVER;HUNTER RIVER;1
5202103;AU_0000508;86.84;0.166043755;0.9395;0.756971502;1.51E-09;56;83;SINGLETON;AT SINGLETON;HUNTER RIVER;HUNTER RIVER;1
5202104;AU_0000518;2.317;0.045736992;0.9727;0.973308068;0.190766899;205;44;HRS MOONAN BROOK;AT MOONAN BROOK;MOONAN BROOK RIVER;MOONAN BROOK;1
5202105;AU_0000511;9.348;0.074845491;0.9565;0.260024359;1.11E-16;33;139;COGGAN;AT COGGAN;GOULBURN RIVER;GOULBURN RIVER;1
5202106;AU_0000521;8.668;0.116329599;0.9554;0.419220697;0.022721626;214;42;HRS HALTON;AT HALTON;ALLYN RIVER;ALLYN RIVER;1
5202107;AU_0000513;79.454;0.13136187;0.4447;0.005413541;1.11E-16;118;93;TILLEGRA;AT TILLEGRA;WILLIAMS RIVER;WILLIAMS RIVER;1
5202108;AU_0000515;6.005;0.057545503;0.9896;0.578870307;1.93E-05;223;153;HRS ROUCHEL BROOK (THE VALE);AT ROUCHEL BROOK (THE VALE);ROUCHEL BROOK;ROUCHEL BROOK;1
5202109;AU_0000517;48.911;0.08254123;0.7181;0.125337083;2.17E-12;379;70;HRS KERRABEE;AT KERRABEE;GOULBURN RIVER;GOULBURN RIVER;1
5202110;AU_0000568;3.048;0.158587164;0.9791;0.608140919;0.000988111;181;64;U/S WYONG RIVER (DURREN LANE);AT UPSTREAM WYONG RIVER (DURREN LANE);JILLIBY CREEK;JILLIBY CREEK;1
5202111;AU_0000523;23.685;0.021836606;0.8629;0.743005671;0.002483093;717;75;HRS SANDY HOLLOW;AT SANDY HOLLOW;GOULBURN RIVER;GOULBURN RIVER;1
5202112;AU_0000525;4.676;0.075720847;0.9653;0.865353022;0.071686572;207;72;HRS WYBONG;AT WYBONG;WYBONG CREEK;WYBONG CREEK;1
5202113;AU_0000527;58.735;0.121327697;0.8577;0.234789886;2.27E-12;216;102;HRS GUNDY RECORDER;AT GUNDY RECORDER;PAGES RIVER;PAGES RIVER;1
5202114;AU_0000567;8.961;0.055169162;0.9493;0.635979461;0.260795773;426;80;HRS GRACEMERE;AT GRACEMERE;WYONG CREEK;WYONG RIVER;1
5202115;AU_0000566;3.514;0.014131467;0.9324;0.710519817;0.002361042;22;204;AVONDALE;AT AVONDALE;JIGADEE CREEK;JIGADEE CREEK;1
5202116;AU_0000569;0.246;0.057261898;0.7523;0.571730466;0.007144865;214;11;HRS U/S WEIR;AT UPSTREAM WEIR;OURIMBAH CREEK;OURIMBAH CREEK;1
5202117;AU_0000570;2.121;0.019407525;0.909;0.997133764;0.338878914;441;37;HRS YARRAMALONG;AT YARRAMALONG;WYONG CREEK;WYONG RIVER;1
5202120;AU_0000576;0.476;0.012637973;-0.4068;0.269634556;7.54E-12;45;16;GLEN DAVIS;AT GLEN DAVIS;CAPERTEE RIVER;CAPERTEE RIVER;1
5202130;AU_0000590;0.155;0.06336566;0.9963;0.623080146;1.88E-05;60;81;MULGOA ROAD;AT MULGOA ROAD;SOUTH CREEK;SOUTH CREEK;1
5202135;AU_0000581;1216.5;0.203190125;0.0032;0.005343094;1.11E-16;9203;52;PENRITH;AT GREAT WESTERN HIGHWAY;NEPEAN RIVER;SOUTH CREEK;0
5202141;AU_0000614;28.33;0.160857283;0.7627;0.074657184;6.86E-07;214;50;HRS BUCKENBOWRA NO.3;AT BUCKENBOWRA NO.3;BUCKENBOWRA RIVER;BUCKENBOWRA RIVER;1
5202150;AU_0000602;36.017;0.066130247;0.9645;0.693227231;0.045422552;236;107;WARRI;AT WARRI;SHOALHAVEN RIVER;SHOALHAVEN RIVER;1
5202154;AU_0000578;2.749;0.019561711;0.9836;0.70572568;0.343070151;207;188;HRS POMEROY;AT POMEROY;KIALLA CREEK;KIALLA CREEK;1
5202155;AU_0000603;51.199;0.109421974;0.7368;0.001071829;1.11E-16;31;227;HOCKEYS;AT HOCKEYS;CORANG RIVER;CORANG RIVER;1
5202157;AU_0000612;5.848;0.072059293;0.6253;0.149359208;1.80E-10;11;36;FALLS CREEK;AT FALLS CREEK;CURRAMBENE CREEK;CURRAMBENE CREEK;1
5202160;AU_0000611;45.274;0.078316063;0.969;0.68160359;0.006884403;351;77;HRS BROOMAN;AT BROOMAN;CLYDE RIVER;CLYDE RIVER;1
5202180;AU_0000619;178.805;0.105243492;0.5463;0.012838766;1.11E-16;210;108;HRS DS WADBILLIGA RIVER JUNCTION;DOWNSTREAM WADBILLIGA RIVER JUNCTION;TUROSS RIVER;TUROSS RIVER;1
5202181;AU_0000621;57.191;0.042753491;0.8937;0.663651591;0.000226257;377;115;HRS EUROBODALLA;AT EUROBODALLA;TUROSS RIVER;TUROSS RIVER;1
5202183;AU_0000620;21.139;0.043446117;0.5745;0.009160904;1.98E-08;223;63;HRS WADBILLIGA;AT WADBILLIGA;WADBILLIGA RIVER;WADBILLIGA RIVER;1
5202185;AU_0000618;2.427;0.03987517;0.9598;0.765778213;0.370510766;8;72;TUROSS VALE;AT TUROSS VALE;TUROSS RIVER;TUROSS RIVER;1
5202200;AU_0000635;16.445;0.072136084;0.3131;0.062657581;1.11E-16;33;25;TOWAMBA;AT TOWAMBA;TOWAMBA RIVER;TOWAMBA RIVER;1
5202210;AU_0000623;11.7;0.061633625;0.9693;0.185854574;8.09E-09;223;198;HRS MORANS CROSSING;AT MORANS CROSSING;BEMBOKA RIVER;BEMBOKA RIVER;1
5202211;AU_0000624;1.164;0.205928737;0.9923;0.570493233;5.24E-13;302;115;HRS TANTAWANGALO MOUNTAIN DAM;AT TANTAWANGALO MOUNTAIN (DAM);TANTAWANGLO CREEK;TANTAWANGALO CREEK;1
5202212;AU_0000627;3.362;0.104100475;0.8986;0.190285438;1.11E-16;214;82;HRS NEAR BROGO;NEAR BROGO;DOUBLE CREEK;DOUBLE CREEK;1
5202213;AU_0000629;7.094;0.095771477;0.7026;0.047242465;1.11E-16;229;50;HRS CANDELO DAM SITE;AT CANDELO DAM SITE;TANTAWANGLO CREEK;TANTAWANGALO CREEK;1
5202215;AU_0000647;182.901;0.147277489;0.1684;2.52E-05;1.11E-16;221;99;HRS PRINCES HWY;AT PRINCES HIGHWAY;WALLAGARAUGH RIVER;WALLAGARAUGH RIVER;1
5202216;AU_0000666;5.771;0.032483338;0.9946;0.755062445;0.283535784;214;229;HRS WELLESLEY (ROWES);AT WELLESLEY (ROWES);LITTLE PLAINS RIVER;LITTLE PLAINS RIVER;1
5202217;AU_0000670;0.467;0.133234298;0.9722;0.559090669;0.495337387;223;8;HRS THE BARRY WAY;AT THE BARRY WAY;PINCH RIVER;PINCH RIVER;1
5202225;AU_0000668;64.435;0.08618115;0.8435;0.49282498;0.05539821;56;115;QUIDONG;AT QUIDONG;DELEGATE RIVER;DELEGATE RIVER;1
5202226;AU_0000622;0.013;0.042539818;0.9949;0.374659136;5.67E-07;134;38;BROWN MOUNTAIN;AT BROWN MOUNTAIN;RUTHERFORD CREEK;RUTHERFORD CREEK;1
5202227;AU_0000682;3.834;0.026521906;0.9984;0.893807241;0.46477004;129;327;HRS SUGGAN BUGGAN;AT SUGGAN BUGGAN;SUGGAN BUGGAN RIVER;SUGGAN BUGGAN RIVER;1
5202410;AU_0000575;16.384;0.148753295;0.6288;0.061232225;0.243193044;252;169;NARROW NECK;AT NARROW NECK;MEGALONG CREEK;MEGALONG CREEK;1
5204011;AU_0001422;11.144;0.020100658;0.9877;0.847753872;0.495501656;361;128;HRS WALBUNDRIE;AT WALBUNDRIE;MOULAMEIN CREEK;BILLABONG CREEK;1
5204013;AU_0001033;39.21;0.101726871;0.8138;0.804685855;0.054290747;192;179;JINGELLIC;AT JINGELLIC;JINGELLIC CREEK;JINGELLIC CREEK;1
5204017;AU_0001037;4.549;0.021699003;0.8347;0.188218712;0.064984989;702;200;HRS THE SQUARE;AT THE SQUARE;WELUMBA CREEK;WELUMBA CREEK;1
5204018;AU_0001031;49.594;0.042244694;0.9708;0.618030309;0.170557086;50;87;BIGGARA;AT BIGGARA;MURRAY RIVER;MURRAY RIVER;1
5204019;AU_0001038;0.397;0.056746218;0.9984;0.742859039;0.088992159;70;55;HRS YARRAMUNDI;AT YARRAMUNDI;MANNUS CREEK;MANNUS CREEK;1
5204100;AU_0001404;0.043;0.001177173;0.823;0.815068631;0.235810564;214;5;COOLAC;AT COOLAC;MUTTAMA CREEK;MUTTAMA CREEK;1
5204101;AU_0001401;0.615;0.006595298;0.9998;0.99176767;0.499930215;11;91;D/S MAUDE WEIR;AT DOWNSTREAM MAUDE WEIR;MURRUMBIDGEE RIVER;MURRUMBIDGEE RIVER;1
5204102;AU_0001380;204.516;0.064439309;0.8522;0.584549918;0.026035562;25;21;NARRANDERA;AT NARRANDERA;MURRUMBIDGEE RIVER;MURRUMBIDGEE RIVER;1
5204103;AU_0001379;477.34;0.05090385;0.9281;0.537194034;0.031047016;46;81;GUNDAGAI;AT GUNDAGAI;MURRUMBIDGEE RIVER;MURRUMBIDGEE RIVER;1
5204104;AU_0001383;13.037;0.019153119;0.9807;0.631897177;0.031439406;33;46;D/S BURRINJUCK DAM;AT DOWNSTREAM BURRINJUCK DAM;MURRUMBIDGEE RIVER;MURRUMBIDGEE RIVER;1
5204105;AU_0001397;3.127;0.031246544;0.9991;0.670814585;0.038170674;814;231;MITTAGANG CROSSING;AT MITTAGANG CROSSING;MURRUMBIDGEE RIVER;MURRUMBIDGEE RIVER;1
5204106;AU_0001437;102.859;0.011588403;0.9778;0.986684725;0.351092115;33;127;D/S BALRANALD WEIR;AT DOWNSTREAM BALRANALD WEIR;MURRUMBIDGEE RIVER;MURRUMBIDGEE RIVER;1
5204107;AU_0001484;88.201;0.048081852;0.9601;0.760718762;4.73E-07;199;359;HRS LOBB HOLES;BELOW LOBBS HOLE CREEK;MURRUMBIDGEE RIVER;MURRUMBIDGEE RIVER;1
5204108;AU_0001413;0.764;0.041454084;0.9968;0.61609083;0.000207364;223;54;NUMERALLA SCHOOL;AT NUMERALLA SCHOOL;NUMERALLA RIVER;NUMERALLA RIVER;1
5204109;AU_0001394;976.163;0.204856906;0.5597;0.000698755;5.55E-16;228;166;HRS WEE JASPER (KASHMIR);AT WEE JASPER (KASHMIR);GOODRADIGBEE RIVER;GOODRADIGBEE RIVER;1
5204110;AU_0001396;415.153;0.988570884;-2.8184;7.02E-10;0.000141143;214;13;HRS YASS;AT YASS;YASS RIVER;YASS RIVER;1
5204111;AU_0001399;98.461;0.125418989;0.6048;0.001026402;1.11E-16;214;145;HRS DARBALARA;AT DARBALARA;ADJUNGBILLY CREEK;ADJUNGBILLY CREEK;1
